Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
610.00,mariale,Lifestyle_(sociology),15200000,US,17700,1200,19,http://youtube.com/channel/UCSyoRFkB5xkaa3ScUcBaETw
611.00,PPMussas,Technology,15200000,MX,230400,10400,393,http://youtube.com/channel/UClnKzwo9CPkYix6V9jK4JTQ
612.00,Makiman131,Entertainment,15200000,ES,238400,11000,345,http://youtube.com/channel/UCevY-z55kr37ZAXG15F-KiA
613.00,LittleAngelBrasil,Film,15100000,BR,206800,453,0,http://youtube.com/channel/UCAdpXDXkrrYQXFtAbJixRUg
614.00,zncoficial,Music,15100000,BR,20400,1800,33,http://youtube.com/channel/UCRRu9OXVYd5clj2Bs29gUVQ
615.00,indorephysicalacademy.,Lifestyle_(sociology),15100000,IN,54800,3900,95,http://youtube.com/channel/UC196qeFpI8slOwK8ZWjKndw
616.00,NetflixJr,Film,15100000,US,104200,197,0,http://youtube.com/channel/UCAJnyTWJPpKXuwgWQDdNWrQ
617.00,TazerCraft,Video_game_culture,15000000,BR,182000,12700,525,http://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ
618.00,PeetMontzingo,Lifestyle_(sociology),15000000,US,1700000,0,1100,http://youtube.com/channel/UC1WbRuMMzbzUfBG65x1FmXQ
619.00,XpressTV,Lifestyle_(sociology),15000000,MX,1100000,33400,311,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA
620.00,ABCNews,Society,15000000,US,10900,115,50,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q
621.00,Therichest,Vehicle,15000000,US,8500,246,19,http://youtube.com/channel/UCdxi8d8qRsRyUi2ERYjYb-w
622.00,leagueoflegends,Strategy_video_game,15000000,US,909100,45300,1900,http://youtube.com/channel/UC2t5bjwHdUX4vM2g8TRDq5g
623.00,RS1313Shorts,Lifestyle_(sociology),15000000,IN,5000,49,9,http://youtube.com/channel/UCPQtgEj6Z0xve62aeSgo5qA
624.00,mispastelitos,Food,15000000,MX,1700000,89700,903,http://youtube.com/channel/UCkjjH0hsvaeRIuwGlM9oSvg
625.00,crashcourse,Knowledge,15000000,US,28900,1200,32,http://youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q
626.00,5MinuteCraftsRecycle,Food,15000000,US,6300,70,3,http://youtube.com/channel/UCCLVg6BI7NxDIp6GFKfFGFw
627.00,itowngameplay,Action_game,15000000,ES,47100,2600,167,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA
628.00,TroomTroomRu,Entertainment,15000000,UA,96000,2000,11,http://youtube.com/channel/UCq1JpGFxcZTbbOAz010U-og
629.00,jorgeemateus,Music_of_Latin_America,14900000,BR,72600,2400,103,http://youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w
630.00,cure0721,Entertainment,14900000,KR,3300000,245100,2300,http://youtube.com/channel/UCkLNHZZsC3LKdUAroKNwOOw
631.00,iamneetubisht,Lifestyle_(sociology),14900000,IN,3500000,200400,215,http://youtube.com/channel/UCDwhsmzFDLc5hOB6SUglAjg
632.00,SusyMouriz,Entertainment,14900000,MX,4900000,364000,1400,http://youtube.com/channel/UC2Rh-eKkibnZq8pRxYYoSSQ
633.00,MattyBRaps,Music,14900000,US,267900,949,0,http://youtube.com/channel/UCmdY1pHB-KbFYxOyhwjVeQw
634.00,OReinoInfantil,Music,14900000,BR,88300,262,0,http://youtube.com/channel/UCooY3HgjOMWoDpIHMDM4ghQ
635.00,AadishaktiFilms,Music_of_Asia,14900000,IN,12500,336,30,http://youtube.com/channel/UC1Ekm042kfOFJyKaTIYOVIA
636.00,GyanGaming,Action_game,14800000,IN,264800,22700,248,http://youtube.com/channel/UChXi_PlJkRMPYFQBOJ3MpxA
637.00,fueledbyramen,Independent_music,14800000,US,88400,696,40,http://youtube.com/channel/UClVrJwcIy7saPcGc1nct80A
638.00,camilaloures,Lifestyle_(sociology),14800000,BR,271900,16700,237,http://youtube.com/channel/UCvuJTWl_peL49CUfF2EAbyg
639.00,sevengersofficial,Entertainment,14800000,IN,3200000,342100,486,http://youtube.com/channel/UCAgAsH5n26IHMDyzwhF3wIw
640.00,MeghanTrainor,Entertainment,14800000,US,17600,662,49,http://youtube.com/channel/UCkXgEcpoTE4tHsebYBouWpA
641.00,theslowmoguys,Lifestyle_(sociology),14800000,US,1100000,66200,1700,http://youtube.com/channel/UCUK0HBIBWgM2c4vsPhkYY4w
642.00,majorlazer,Electronic_music,14800000,US,25700,722,36,http://youtube.com/channel/UCMJ5Qf3sOvQpcYiai1Noa3Q
643.00,lachlan,Video_game_culture,14800000,AU,500700,19500,262,http://youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg
644.00,MalumaVEVO,Pop_music,14800000,CO,226400,8500,275,http://youtube.com/channel/UCFkoPRmuxqr37jvGmmpzhzQ
645.00,chadwildclay,Lifestyle_(sociology),14800000,US,864700,17500,3200,http://youtube.com/channel/UCwaNuezahYT3BOjfXsne2mg
646.00,auron,Action-adventure_game,14800000,ES,1100000,48800,861,http://youtube.com/channel/UCFR2oaNj02WnXkOgLH0iqOA
647.00,E_MasterSensei,Video_game_culture,14800000,MX,519800,32200,459,http://youtube.com/channel/UC3osN7-7XJq3NEoKZIUUx0w
648.00,MartinGarrix,Electronic_music,14800000,US,40700,4000,130,http://youtube.com/channel/UC5H_KXkPbEsGs0tFt8R35mA
649.00,facts806,Society,14800000,SA,12500,744,17,http://youtube.com/channel/UCBzrJ1zGf9-0cd5-n7sBraQ
650.00,collegehumor,Entertainment,14800000,US,212000,10100,487,http://youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g
651.00,BBCNews,Society,14800000,GB,66300,913,444,http://youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA
652.00,DocTops,Society,14800000,EC,1300000,45200,881,http://youtube.com/channel/UCAolsolgHiURrQBuZ4qe0lg
653.00,PrestonPlayz,Video_game_culture,14800000,US,787300,11900,686,http://youtube.com/channel/UCJZam2u1G0syq3kyqrCXrNw
654.00,vladandnikiport,Lifestyle_(sociology),14700000,US,511300,0,0,http://youtube.com/channel/UCiuZ9qRr3mrykNmWcAPmJ0w
655.00,TheVishalbhatt,Humour,14700000,IN,446900,27600,49,http://youtube.com/channel/UCTf3jU9tyfsq1ElmkTY_ztQ
656.00,nostalgia,Entertainment,14700000,BR,53900,6400,335,http://youtube.com/channel/UCH2VZQBLFTOp6I_qgnBJCuQ
657.00,DentalDigest,Food,14700000,US,6400000,209400,563,http://youtube.com/channel/UC7u9o8BHiJyH2_cef_nC7tQ
658.00,zeebangla,Entertainment,14700000,IN,1300,17,0,http://youtube.com/channel/UCeMsqI6jU9WE2ctsrbxbywQ
659.00,cokestudio,Music,14700000,PK,1800000,1400,47,http://youtube.com/channel/UCM1VesJtJ9vTXcMLLr_FfdQ
660.00,LikeNastya_Stories,Hobby,14700000,US,77600,345,0,http://youtube.com/channel/UCcqANnGO-HUapcmL2zyEI0g
661.00,user-ts8yv9np7m,Hobby,14700000,KR,38000,159,0,http://youtube.com/channel/UCraaN4FiNe7l3F4XR6s246A
662.00,infobellskannadarhymes,Film,14700000,IN,348300,8100,0,http://youtube.com/channel/UCzKWILdrVl8ZEcDzaH4kl_A
663.00,ZEE5,Entertainment,14700000,IN,256,8,0,http://youtube.com/channel/UCXOgAl4w-FQero1ERbGHpXQ
664.00,rebeccazamolo,Lifestyle_(sociology),14600000,US,2900000,30400,2600,http://youtube.com/channel/UCfw8x3VR-ElcaWW2Tg_jgSA
665.00,ZigandSharko,Television_program,14600000,FR,136900,935,0,http://youtube.com/channel/UCcKJJuOe2tOqgrKw0Gks-sw
666.00,VijayKumarVinerVlogs,Film,14600000,IN,110600,3100,5,http://youtube.com/channel/UCfIpFdLEnTfkXjcwsiO4dAA
667.00,GMM25Thailand,Entertainment,14600000,TH,2900,34,0,http://youtube.com/channel/UCTP5z0kFg6-nPcZ79gTC67Q
668.00,Telemundo,Entertainment,14600000,US,2800,53,4,http://youtube.com/channel/UCajrNVKvG2xVlVcSr3GcsDA
669.00,TheDodo,Lifestyle_(sociology),14600000,US,462900,12300,412,http://youtube.com/channel/UCINb0wqPz-A0dV9nARjJlOQ
670.00,NatanporAi,Lifestyle_(sociology),14600000,BR,1500000,28300,221,http://youtube.com/channel/UCjaxmdb_gTWbz9XF5rzvgGg
671.00,IDEIASINCRIVEIS,Hobby,14600000,BR,11000,120,3,http://youtube.com/channel/UCcQeJmGXpa_t03Zjrl8Aq4g
672.00,boramtubetoysreview9575,Lifestyle_(sociology),14600000,KR,9500,77,0,http://youtube.com/channel/UC3pnQ7MHDABUFungNcMQ7dA
673.00,legendaefunk,Electronic_music,14600000,BR,3700,154,8,http://youtube.com/channel/UCgO5cJ4sL1um054gGYusjiA
674.00,woodyandkleiny,Entertainment,14600000,GB,524900,35100,86,http://youtube.com/channel/UCoGForHQAmk0_9rI9CABeYw
675.00,NobruTV,Action-adventure_game,14600000,BR,367300,31300,125,http://youtube.com/channel/UCqWmLengIKFXRjuL1YyXNSg
676.00,reactiontime,Lifestyle_(sociology),14600000,US,12600,681,30,http://youtube.com/channel/UChM5Ff2yVeIZ16EWiB081cg
677.00,TommyInnit,Role-playing_video_game,14600000,GB,1400000,99000,4900,http://youtube.com/channel/UC5p_l5ZeB_wGjO_yDXwiqvw
678.00,LillySingh,Entertainment,14600000,CA,54700,3600,55,http://youtube.com/channel/UCfm4y4rHF5HGrSr-qbvOwOg
679.00,lesboystv,Lifestyle_(sociology),14500000,US,28700,0,0,http://youtube.com/channel/UCErphF_9VoXQB29BVDK9_Jw
680.00,GH.S,Film,14500000,KR,5100000,194600,816,http://youtube.com/channel/UCdrBnBNLsN4_cH32HWbr9qg
681.00,IanBoggs,Entertainment,14500000,JP,2500000,175300,1800,http://youtube.com/channel/UC9yadlAEiyOUNa3y4dnuYFg
682.00,Drawblogs,Entertainment,14400000,PE,9300,446,25,http://youtube.com/channel/UCkuPobJMx7DPUdwlVo1TFfA
683.00,RosannaPansino,Lifestyle_(sociology),14400000,US,48500,3300,31,http://youtube.com/channel/UCjwmbv6NE4mOh8Z8VhPUx1Q
684.00,LuliPampin,Entertainment,14400000,ES,1200000,2500,0,http://youtube.com/channel/UCCw5Xsx3WazdczGTKJdjwPQ
685.00,CrescendocomLuluca,Lifestyle_(sociology),14400000,BR,768300,31200,1700,http://youtube.com/channel/UCnrGkE2AmBAv6Vxj6kjf1jg
686.00,AlexaRivera,Lifestyle_(sociology),14400000,US,3500000,87700,2500,http://youtube.com/channel/UCPpATKqmMV-CNRNWYaDUwiA
687.00,dangmattsmith,Entertainment,14400000,US,58000,3000,274,http://youtube.com/channel/UCe56RtxwepRSyZ-b--SedOw
688.00,WishFM1075official,Rock_music,14400000,PH,49400,711,73,http://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ
689.00,BobonSantoso,Lifestyle_(sociology),14400000,ID,242200,7100,137,http://youtube.com/channel/UCCeJqNJdhaydrlubVLzyErQ
690.00,nikkietutorials,Lifestyle_(sociology),14400000,NL,2700000,152400,1100,http://youtube.com/channel/UCzTKskwIc_-a0cGvCXA848Q
691.00,Compot,Video_game_culture,14400000,RU,1000000,40600,1700,http://youtube.com/channel/UC0cWWruNMb95iCBEOzPnjRA
692.00,vladandnikirus,Hobby,14300000,US,832100,2700,0,http://youtube.com/channel/UCppy4jafHu51iCMl-7qVbFA
693.00,JamunaTVbd,Society,14300000,BD,3800,70,11,http://youtube.com/channel/UCN6sm8iHiPd0cnoUardDAnw
694.00,zeetvtelugu,Entertainment,14300000,IN,2700,78,0,http://youtube.com/channel/UC3PYGKK29qJ0zu-eEthHK4g
695.00,seungbini67,Lifestyle_(sociology),14300000,KR,9200000,325200,2000,http://youtube.com/channel/UCPhHBEtG6dVZ5fJKoNArcJw
696.00,boxtoxtv,Entertainment,14300000,DE,1700000,53500,138,http://youtube.com/channel/UCCfKlFlKYBxZ-UU2dWc17IQ
697.00,ETVJabardasth,Television_program,14300000,IN,70800,1700,4,http://youtube.com/channel/UCnoqvTW4YZExfDeq7_Wmd-w
698.00,Jazzghost,Role-playing_video_game,14200000,BR,1400000,61500,2100,http://youtube.com/channel/UCIXguhHCl8eDTkXpEuiGPUA
699.00,BieTheSka,Film,14200000,TH,316600,8900,71,http://youtube.com/channel/UCjVb9mJZTeuPLN4hOjmvQnw
700.00,airrack,Lifestyle_(sociology),14200000,US,4400000,192700,6400,http://youtube.com/channel/UCyps-v4WNjWDnYRKmZ4BUGw
701.00,inventonahora,Lifestyle_(sociology),14200000,BR,466900,47500,447,http://youtube.com/channel/UCR3vcUrhFUdzagng58ueI2w
702.00,TheSocialFactory,Film,14200000,IN,0,0,0,http://youtube.com/channel/UCbmu9wfzxKls40WkCzvqtRA
703.00,nehakakkar,Music,14200000,IN,320100,25600,284,http://youtube.com/channel/UCicMnWThgzNjUmqpd-nUTXQ
704.00,SuperPolina,Hobby,14200000,US,1800,10,0,http://youtube.com/channel/UCE76CBkDX591pxzps6bySOw
705.00,ComePlayWithMe,Hobby,14200000,US,1500000,0,0,http://youtube.com/channel/UCQ00zWTLrgRQJUb8MHQg21A
706.00,veritasium,Lifestyle_(sociology),14200000,US,2800000,110800,7500,http://youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA
707.00,SanjoyDasOfficial,Entertainment,14200000,IN,326200,34800,101,http://youtube.com/channel/UCJxJpvWL1gxfLfM352EFatw
708.00,karameeshchannel,Film,14200000,JO,267600,1900,0,http://youtube.com/channel/UCZ7V5FSAdPkRjPf64pPx9-Q
709.00,AM3NlC,Technology,14200000,BR,329100,25200,303,http://youtube.com/channel/UCrGnb5RdHA9M6WGmBGYo4ZQ
710.00,huba3,Food,14200000,US,1100000,27400,109,http://youtube.com/channel/UCybzQL-nUUIcbobgx6CrvkQ
711.00,DEVKeFacts,Lifestyle_(sociology),14200000,IN,1200000,45600,27,http://youtube.com/channel/UC2lZDDm1-wTuadQ1qVCZ3dA
712.00,ATRO55,Video_game_culture,14200000,NL,523100,51200,3600,http://youtube.com/channel/UCjf3ZSi7xMu8O9frZZ8FEGg
713.00,Narobeauty,Lifestyle_(sociology),14200000,SE,2400000,124700,5300,http://youtube.com/channel/UCWXYdNyGX01rnTB-tQci8JQ
714.00,trapcity,Music,14200000,NL,17500,734,30,http://youtube.com/channel/UC65afEgL62PGFWXY7n6CUbA
715.00,refugiomental6032,Entertainment,14200000,BR,76600,1200,22,http://youtube.com/channel/UCgQRN9EO5ksPZjs7EasIftQ
716.00,vilmei,Entertainment,14200000,ID,162100,0,304,http://youtube.com/channel/UC90xz-i20jmoZhI8RMLzzjA
717.00,TVAnaEmilia,Technology,14200000,MX,85800,4100,276,http://youtube.com/channel/UCdPyv-GXDxlOeonqYKtKMSQ
718.00,thinkmusicofficial,Music,14200000,IN,41900,1000,19,http://youtube.com/channel/UCLbdVvreihwZRL6kwuEUYsA
719.00,tseriesregional,Music_of_Asia,14200000,IN,6900,59,5,http://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw
720.00,MasterskayaNastroeny,Entertainment,14100000,RU,125600,2700,81,http://youtube.com/channel/UCRW3VLiVep5Ud4Ovhj2eUyA
721.00,theHacksmith,Lifestyle_(sociology),14100000,CA,174900,10200,102,http://youtube.com/channel/UCjgpFI5dU-D1-kh9H1muoxQ
722.00,StrayKids,Music_of_Asia,14100000,KR,839600,146500,4300,http://youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA
723.00,kidstvindia,Music,14100000,IN,24100,70,0,http://youtube.com/channel/UCZbTuDplLcBb4bTHa_-5_UA
724.00,vladynikishow,Hobby,14100000,US,312400,1100,0,http://youtube.com/channel/UCTsPDENL6UTfdIExrWO2NlQ
725.00,RaptorGamer,Video_game_culture,14000000,EC,257400,19900,319,http://youtube.com/channel/UCS4OZlj8753fezBtH62TRDg
726.00,geonews,Society,14000000,PK,3900,47,3,http://youtube.com/channel/UC_vt34wimdCzdkrzVejwX9g
727.00,OQueNaoDizerOficial,Entertainment,14000000,BR,61400,7300,94,http://youtube.com/channel/UC19aAr6UojQesIVCBsXJGIw
728.00,atlanticrecords,Pop_music,14000000,US,6300,315,11,http://youtube.com/channel/UCe4LM_eKc9ywRmVuBm5pjQg
729.00,Acenix,Action-adventure_game,14000000,ES,741100,23400,821,http://youtube.com/channel/UCH3h4jRKn3lJo0uORqqESPg
730.00,Infobellsrhymes,Entertainment,14000000,IN,105600,3300,0,http://youtube.com/channel/UCU_AsfgtKjwR4qaSwgsWn-w
731.00,GoldminesPremiere,Entertainment,14000000,IN,8900,168,0,http://youtube.com/channel/UCvUctuMp58UD_kQtcWcNCjw
732.00,DesiGamers_,Role-playing_video_game,14000000,IN,971100,99700,2500,http://youtube.com/channel/UCuApqv2tNQ73S7gcfrfCSDw
733.00,juliagisella,Hobby,14000000,US,524700,53100,1100,http://youtube.com/channel/UCCPsBYxLUykj5xbgOGTRzKQ
734.00,albert_cancook,Lifestyle_(sociology),14000000,US,6700000,459100,2500,http://youtube.com/channel/UC0NkSnlCOhoODbykzZwpiDw
735.00,bibotoysrus,Entertainment,13900000,RU,106400,0,0,http://youtube.com/channel/UCqk10y8p4_QVUT9e5LWKkdg
736.00,adeletsami3286,Lifestyle_(sociology),13900000,US,8000,37,0,http://youtube.com/channel/UCPalOwaTaSwFS4PANDNv7Zg
737.00,123GOSpanish,Hobby,13900000,MX,60400,547,15,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA
738.00,Mythpat,Video_game_culture,13900000,IN,11700000,1200000,15800,http://youtube.com/channel/UCx6F-rETGiz7xf_vkMmX2yQ
739.00,MaviGadgets,Lifestyle_(sociology),13900000,US,212800,4600,18,http://youtube.com/channel/UCJfNJmcv6LXCDsaa2kB_-7A
740.00,wesleysafadao,Pop_music,13900000,BR,162700,4600,139,http://youtube.com/channel/UCciJLMuECsXuOyhA4FO48Sg
741.00,BBC,Entertainment,13800000,GB,9900,226,5,http://youtube.com/channel/UCCj956IF62FbT7Gouszaj9w
742.00,nishamadhulika,Food,13800000,IN,132400,3200,538,http://youtube.com/channel/UCgoxyzvouZM-tCgsYzrYtyg
743.00,AdamW,Entertainment,13800000,US,2900000,98200,470,http://youtube.com/channel/UC_k6e2PPDUnxEdMJC9Q044g
744.00,FAPTV,Film,13800000,VN,75100,2300,14,http://youtube.com/channel/UC0jDoh3tVXCaqJ6oTve8ebA
745.00,BigTastyAnimations,Action_game,13800000,FI,199900,12600,27,http://youtube.com/channel/UC_1_bb0cj_QVAE4DVXo0mSA
746.00,jbalvinVEVO,Hip_hop_music,13800000,CO,0,0,0,http://youtube.com/channel/UCrHL_BF5lHyK43BxLU8-vBQ
747.00,jomyproductionshorts,Entertainment,13800000,IN,258800,8600,30,http://youtube.com/channel/UC_cdxikvfl_ntmtW6loibKA
748.00,jojotvhindi,Film,13800000,IN,19700,499,0,http://youtube.com/channel/UCAXe-dTMWRcqDdt5pYLwHCA
749.00,MAIKI021,Lifestyle_(sociology),13800000,BR,6000,754,62,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA
750.00,penguinz0,Action_game,13800000,US,1700000,71600,4500,http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg
751.00,PetsSwag,Lifestyle_(sociology),13800000,US,909900,30500,286,http://youtube.com/channel/UCZ_r5HesKAr9EJInthnPSoA
752.00,codiscos,Music,13800000,CO,19500,287,7,http://youtube.com/channel/UCMt4GuchIJh48XJFB3iyXQQ
753.00,blockbustermovies7960,Film,13800000,IN,8700,174,2,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw
754.00,ZeinabHarakeVlogs,Lifestyle_(sociology),13800000,PH,2800000,94000,3700,http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA
755.00,gmanews,Society,13800000,PH,3400,48,4,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw
756.00,PlayHard,Video_game_culture,13800000,BR,120000,12000,85,http://youtube.com/channel/UC4IMfO_--bwBaNgWeoLxAgg
757.00,TypicalGamer,Action_game,13800000,CA,284700,7400,210,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg
758.00,mymissanand,Lifestyle_(sociology),13700000,IN,965100,17300,1000,http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ
759.00,WanasahTV1,Film,13700000,SA,856300,3500,0,http://youtube.com/channel/UCiRfBu1ymNpygUgpvGzVr_w
760.00,ladydiana11,Entertainment,13700000,UA,2600000,58300,3500,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ
761.00,AmaraQueLinda,Lifestyle_(sociology),13600000,CO,719100,59000,172,http://youtube.com/channel/UChq_qmwRxTMgmggitRTiIEA
762.00,BUDI01GAMING,Action_game,13600000,ID,625000,26000,1300,http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w
763.00,lunomosik,Entertainment,13600000,RU,1400000,27500,1200,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw
764.00,KidsLineKOYA,Entertainment,13600000,US,9300,40,0,http://youtube.com/channel/UCQs-tWGqacJ7vuuJDtXq28w
765.00,TrakinTech,Technology,13600000,IN,418000,22800,817,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g
766.00,Vogue,Lifestyle_(sociology),13600000,US,114800,5700,44,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA
767.00,MyMateNate,Lifestyle_(sociology),13600000,TH,1300000,30700,1100,http://youtube.com/channel/UC7rtE7hSTaC8xDf5v_7O1qQ
768.00,luismendez1405,Entertainment,13600000,MX,1000000,182000,1600,http://youtube.com/channel/UCJFbtOu0MKbZOzhJ2fWdnXQ
769.00,awakeningrecords,Music,13600000,GB,15300,675,35,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA
770.00,TwinsFromRussiaRevega,Entertainment,13600000,US,65200,2000,13,http://youtube.com/channel/UC0avk6i7f9ZYFfORXMgZxlA
771.00,onlinejobRk,Society,13600000,IN,4300,99,13,http://youtube.com/channel/UCL3IoeeHKzWMxZxhmnmETjw
772.00,BanderitaX,Action-adventure_game,13600000,SA,1200000,88200,4600,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ
773.00,Anaysa,Film,13600000,IN,94900,4900,76,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ
774.00,Painzeiro,Lifestyle_(sociology),13600000,BR,351800,7500,319,http://youtube.com/channel/UCCnl0HqjHFj6akQZBW81whQ
775.00,PozziGamer,Role-playing_video_game,13600000,US,391900,15400,1000,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg
776.00,ConorMaynard,Music,13600000,US,52200,2600,131,http://youtube.com/channel/UCpmD3iT-8TQzRuygIiS9bAw
777.00,Wengie,Lifestyle_(sociology),13600000,US,17000,1200,137,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g
778.00,ryan,Lifestyle_(sociology),13600000,US,7000000,222800,11500,http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog
779.00,Thegeetagurjar,Film,13500000,IN,3200000,70800,57,http://youtube.com/channel/UCUL9We-R1aCC3GAe-RvOx5g
780.00,sportsnationespn,Lifestyle_(sociology),13500000,US,114000,3700,39,http://youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
781.00,itsDrRyan,Lifestyle_(sociology),13500000,US,1000000,39200,634,http://youtube.com/channel/UC26FEMwAAjj8jfNbuVdFMBQ
782.00,MCDivertida,Lifestyle_(sociology),13500000,BR,288700,1400,0,http://youtube.com/channel/UCllJguE1AIxYBmZJ8NUWiHg
783.00,TechnologyGyan,Technology,13400000,IN,445400,29100,1200,http://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA
784.00,MattSDance,Hip_hop_music,13400000,US,54200,2700,24,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ
785.00,KabitasKitchen,Lifestyle_(sociology),13400000,IN,111000,3900,156,http://youtube.com/channel/UCChqsCRFePrP2X897iQkyAA
786.00,gags,Entertainment,13400000,US,156900,1500,38,http://youtube.com/channel/UCpsSadsgX_Qk9i6i_bJoUwQ
787.00,theworldadventureshindi,Lifestyle_(sociology),13400000,IN,6200,342,21,http://youtube.com/channel/UCr8EWTz_8ljPyE27CiSbsGw
788.00,SonotekBhakti,Music_of_Asia,13400000,IN,4400,109,13,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA
789.00,H2ODelirious,Action-adventure_game,13400000,US,153900,6600,163,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw
790.00,athleanx,Lifestyle_(sociology),13400000,US,340400,13000,926,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A
791.00,TheInfographicsShow,Politics,13400000,US,162500,5700,232,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA
792.00,theRadBrad,Action_game,13400000,US,76600,3200,182,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA
793.00,LofiGirl,Hip_hop_music,13400000,FR,139000,8500,132,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow
794.00,KurtHugoSchneider,Entertainment,13400000,US,20600,1200,72,http://youtube.com/channel/UCplkk3J5wrEl0TNrthHjq4Q
795.00,AzzyLand,Lifestyle_(sociology),13400000,CA,115600,3600,472,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw
796.00,BrawlStars,Puzzle_video_game,13400000,FI,1500000,98400,2700,http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw
797.00,einerdtv,Film,13400000,BR,155100,22400,614,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA
798.00,AlexGonzagaOfficial,Lifestyle_(sociology),13400000,PH,1600000,36300,1100,http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA
799.00,PeppaPigPortuguesOficial,Film,13300000,BR,354800,1900,0,http://youtube.com/channel/UCvD9GB-E4q_TuMpwUtFBhLA
800.00,VexTrexKidsCartoon,Entertainment,13300000,UA,21100,0,0,http://youtube.com/channel/UCE_URvMQZgvPqd8rzlFF58A
801.00,MashaBearUkraine,Entertainment,13300000,UA,85400,673,0,http://youtube.com/channel/UCHZcTOQMlcCmONp5Apm6qSQ
802.00,DJKhaledOfficial,Music,13300000,US,178400,4500,201,http://youtube.com/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q
803.00,OficialHungria,Music,13300000,BR,75000,7400,132,http://youtube.com/channel/UCAI8SmRbXgSpP8Zo3xZbxzQ
804.00,prantoniojunior,Society,13300000,BR,246300,46500,5100,http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA
805.00,Akon,Music,13200000,US,32000,1900,91,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA
806.00,knowledgetvhindi001,Politics,13200000,IN,58100,2300,87,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA
807.00,GuiGe,Entertainment,13200000,HK,176700,6100,9,http://youtube.com/channel/UCobCsXaWsPawN22tXWH0cbw
808.00,MARIANAMIAMORCH,Entertainment,13200000,MX,533700,32300,330,http://youtube.com/channel/UCwm_7WWX8mQ1kjSRzAnD0iQ
809.00,NickPro,Lifestyle_(sociology),13200000,CA,12200000,286000,245,http://youtube.com/channel/UChCBHudFoBnsF0O1flPXqiQ
810.00,RauwAlejandroTv,Hip_hop_music,13200000,PR,219400,7300,367,http://youtube.com/channel/UC_Av98lDjf5KvFib5elhpYg
811.00,LizaBaez,Lifestyle_(sociology),13200000,MX,832800,104300,840,http://youtube.com/channel/UCoWpURVabfgqPUeKljAaEOA
